"BID","DID"
"BID2127","DID14"
"BID2762","DID14"
"BID137","DID37"
"BID678","DID37"
"BID1323","DID37"
"BID2241","DID37"
"BID2074","DID38"
"BID868","DID45"
"BID1742","DID45"
"BID680","DID56"
"BID246","DID78"
"BID2336","DID88"
"BID1485","DID90"
"BID1894","DID90"
"BID2897","DID106"
"BID2014","DID107"
"BID2478","DID107"
"BID720","DID109"
"BID1507","DID119"
"BID2185","DID119"
"BID2854","DID119"
"BID1855","DID128"
"BID667","DID131"
"BID2545","DID131"
"BID2777","DID131"
"BID2494","DID132"
"BID516","DID141"
"BID2197","DID142"
"BID655","DID143"
"BID2860","DID143"
"BID2176","DID147"
"BID437","DID148"
"BID2302","DID148"
"BID380","DID157"
"BID622","DID157"
"BID1346","DID157"
"BID1562","DID157"
"BID1802","DID157"
"BID2265","DID157"
"BID838","DID158"
"BID1048","DID158"
"BID600","DID168"
"BID2407","DID168"
"BID2573","DID168"
"BID1801","DID174"
"BID1891","DID190"
"BID29","DID203"
"BID1898","DID203"
"BID1938","DID206"
"BID2654","DID208"
"BID1164","DID214"
"BID2375","DID214"
"BID1102","DID220"
"BID1352","DID220"
"BID666","DID222"
"BID1689","DID222"
"BID1433","DID224"
"BID1855","DID224"
"BID547","DID228"
"BID1486","DID229"
"BID1680","DID231"
"BID413","DID242"
"BID2546","DID242"
"BID2357","DID252"
"BID1580","DID252"
"BID954","DID253"
"BID2678","DID253"
"BID1234","DID254"
"BID900","DID255"
"BID2545","DID255"
"BID83","DID263"
"BID2057","DID263"
"BID2319","DID263"
"BID1921","DID265"
"BID14","DID265"
"BID1955","DID268"
"BID2248","DID268"
"BID1491","DID283"
"BID2573","DID283"
"BID2068","DID286"
"BID2226","DID286"
"BID805","DID288"
"BID128","DID289"
"BID1112","DID289"
"BID2940","DID291"
"BID1617","DID291"
"BID1143","DID302"
"BID1459","DID302"
"BID1595","DID302"
"BID1799","DID302"
"BID1681","DID306"
"BID464","DID308"
"BID2923","DID308"
"BID1707","DID309"
"BID2365","DID309"
"BID1159","DID318"
"BID1580","DID320"
"BID204","DID323"
"BID881","DID323"
"BID205","DID327"
"BID1297","DID327"
"BID1515","DID327"
"BID539","DID336"
"BID1332","DID336"
"BID1240","DID341"
"BID1184","DID344"
"BID2194","DID345"
"BID1117","DID346"
"BID2357","DID346"
"BID222","DID353"
"BID818","DID353"
"BID2103","DID354"
"BID2778","DID354"
"BID1680","DID355"
"BID732","DID356"
"BID2845","DID356"
"BID869","DID364"
"BID1338","DID364"
"BID1741","DID364"
"BID62","DID368"
"BID1159","DID368"
"BID1438","DID368"
"BID2159","DID368"
"BID612","DID370"
"BID2117","DID370"
"BID2782","DID370"
"BID1","DID373"
"BID384","DID375"
"BID1917","DID375"
"BID277","DID377"
"BID1502","DID377"
"BID1707","DID380"
"BID1099","DID386"
"BID2589","DID386"
"BID2273","DID389"
"BID136","DID394"
"BID149","DID394"
"BID137","DID400"
"BID678","DID400"
"BID1323","DID400"
"BID2241","DID400"
"BID280","DID406"
"BID2621","DID406"
"BID721","DID417"
"BID350","DID422"
"BID1886","DID422"
"BID2520","DID422"
"BID717","DID427"
"BID2592","DID427"
"BID43","DID428"
"BID100","DID429"
"BID1463","DID431"
"BID1613","DID431"
"BID1424","DID443"
"BID925","DID447"
"BID1650","DID447"
"BID1673","DID447"
"BID1655","DID460"
"BID1486","DID461"
"BID2335","DID463"
"BID1855","DID471"
"BID678","DID475"
"BID750","DID477"
"BID1364","DID477"
"BID440","DID497"
"BID1267","DID497"
"BID1506","DID500"
"BID2814","DID500"
"BID1450","DID501"
"BID1543","DID501"
"BID1855","DID502"
"BID1369","DID509"
"BID1727","DID509"
"BID1852","DID509"
"BID350","DID514"
"BID1886","DID514"
"BID2520","DID514"
"BID1184","DID518"
"BID371","DID521"
"BID715","DID521"
"BID1879","DID524"
"BID1522","DID529"
"BID1506","DID533"
"BID2814","DID533"
"BID975","DID535"
"BID1492","DID535"
"BID2842","DID555"
"BID62","DID556"
"BID1617","DID556"
"BID253","DID558"
"BID228","DID560"
"BID47","DID562"
"BID978","DID562"
"BID1459","DID562"
"BID2606","DID562"
"BID2134","DID569"
"BID2580","DID569"
"BID2017","DID572"
"BID618","DID581"
"BID1133","DID581"
"BID2633","DID586"
"BID519","DID591"
"BID389","DID603"
"BID868","DID603"
"BID1742","DID603"
"BID1413","DID603"
"BID2146","DID603"
"BID2845","DID603"
"BID1847","DID609"
"BID550","DID616"
"BID237","DID617"
"BID479","DID617"
"BID2229","DID617"
"BID589","DID623"
"BID822","DID623"
"BID991","DID623"
"BID271","DID635"
"BID2433","DID636"
"BID721","DID644"
"BID1093","DID664"
"BID765","DID666"
"BID1062","DID666"
"BID539","DID686"
"BID1870","DID686"
"BID2533","DID687"
"BID2537","DID687"
"BID2884","DID687"
"BID64","DID687"
"BID2999","DID694"
"BID1640","DID700"
"BID2329","DID700"
"BID1508","DID701"
"BID1863","DID701"
"BID1047","DID706"
"BID1051","DID706"
"BID1059","DID706"
"BID1134","DID706"
"BID1206","DID706"
"BID1675","DID706"
"BID1802","DID706"
"BID773","DID710"
"BID194","DID719"
"BID630","DID719"
"BID386","DID722"
"BID2540","DID722"
"BID1388","DID731"
"BID998","DID741"
"BID2821","DID741"
"BID1635","DID748"
"BID1093","DID752"
"BID265","DID758"
"BID915","DID758"
"BID865","DID760"
"BID978","DID762"
"BID2377","DID762"
"BID420","DID766"
"BID1179","DID769"
"BID2204","DID772"
"BID1635","DID775"
"BID2860","DID775"
"BID1715","DID778"
"BID1558","DID781"
"BID1366","DID797"
"BID1102","DID802"
"BID1352","DID802"
"BID323","DID810"
"BID677","DID810"
"BID1893","DID810"
"BID2612","DID810"
"BID526","DID813"
"BID1098","DID813"
"BID1735","DID813"
"BID1967","DID813"
"BID2242","DID813"
"BID2900","DID813"
"BID2999","DID813"
"BID228","DID821"
"BID790","DID822"
"BID1849","DID822"
"BID1146","DID823"
"BID550","DID830"
"BID590","DID836"
"BID1503","DID836"
"BID1234","DID865"
"BID556","DID876"
"BID1893","DID876"
"BID2951","DID876"
"BID222","DID880"
"BID816","DID880"
"BID1870","DID880"
"BID380","DID883"
"BID622","DID883"
"BID1346","DID883"
"BID1562","DID883"
"BID1802","DID883"
"BID2265","DID883"
"BID2677","DID891"
"BID986","DID897"
"BID1090","DID899"
"BID1395","DID899"
"BID1792","DID899"
"BID1065","DID904"
"BID2012","DID904"
"BID1093","DID912"
"BID1923","DID913"
"BID2157","DID913"
"BID631","DID914"
"BID1311","DID914"
"BID1504","DID914"
"BID238","DID915"
"BID1075","DID915"
"BID1267","DID915"
"BID2038","DID915"
"BID2103","DID916"
"BID2778","DID916"
"BID2465","DID916"
"BID2964","DID916"
"BID1320","DID919"
"BID142","DID922"
"BID402","DID922"
"BID1362","DID922"
"BID198","DID939"
"BID1644","DID939"
"BID2768","DID939"
"BID592","DID944"
"BID2230","DID944"
"BID1191","DID947"
"BID1719","DID954"
"BID277","DID957"
"BID1502","DID957"
"BID282","DID964"
"BID982","DID964"
"BID1777","DID964"
"BID136","DID965"
"BID149","DID965"
"BID1010","DID969"
"BID1826","DID969"
"BID2538","DID969"
"BID2433","DID973"
"BID1113","DID974"
"BID204","DID975"
"BID881","DID975"
"BID198","DID976"
"BID499","DID976"
"BID1176","DID976"
"BID1309","DID976"
"BID869","DID976"
"BID1338","DID976"
"BID1741","DID976"
"BID1923","DID981"
"BID2157","DID981"
"BID700","DID985"
"BID1044","DID987"
"BID2750","DID989"
"BID2769","DID993"
"BID558","DID1002"
"BID2442","DID1002"
"BID563","DID1006"
"BID1349","DID1021"
"BID2476","DID1021"
"BID253","DID1029"
"BID358","DID1029"
"BID2297","DID1029"
"BID1756","DID1030"
"BID1846","DID1030"
"BID1647","DID1035"
"BID1422","DID1039"
"BID1511","DID1039"
"BID1832","DID1039"
"BID2408","DID1039"
"BID290","DID1041"
"BID2565","DID1041"
"BID1491","DID1042"
"BID261","DID1046"
"BID1577","DID1048"
"BID1668","DID1048"
"BID2428","DID1051"
"BID2493","DID1051"
"BID2807","DID1051"
"BID1491","DID1053"
"BID2573","DID1053"
"BID487","DID1068"
"BID947","DID1068"
"BID625","DID1069"
"BID1374","DID1069"
"BID376","DID1070"
"BID2067","DID1070"
"BID2938","DID1070"
"BID647","DID1071"
"BID655","DID1076"
"BID2411","DID1080"
"BID1060","DID1086"
"BID1144","DID1094"
"BID2436","DID1094"
"BID27","DID1102"
"BID530","DID1105"
"BID876","DID1105"
"BID983","DID1105"
"BID1106","DID1105"
"BID1288","DID1105"
"BID833","DID1109"
"BID805","DID1116"
"BID583","DID1122"
"BID1831","DID1122"
"BID2416","DID1124"
"BID1577","DID1128"
"BID1668","DID1128"
"BID2038","DID1132"
"BID2214","DID1132"
"BID592","DID1134"
"BID2230","DID1134"
"BID997","DID1134"
"BID1170","DID1136"
"BID1891","DID1141"
"BID2489","DID1143"
"BID1111","DID1145"
"BID491","DID1148"
"BID893","DID1148"
"BID1606","DID1148"
"BID2459","DID1148"
"BID925","DID1148"
"BID1650","DID1148"
"BID1673","DID1148"
"BID69","DID1156"
"BID262","DID1156"
"BID793","DID1156"
"BID1646","DID1156"
"BID1635","DID1170"
"BID574","DID1170"
"BID596","DID1170"
"BID1735","DID1170"
"BID2925","DID1171"
"BID274","DID1174"
"BID1052","DID1174"
"BID1167","DID1174"
"BID2301","DID1174"
"BID2446","DID1174"
"BID350","DID1175"
"BID2235","DID1175"
"BID1424","DID1178"
"BID2295","DID1187"
"BID2803","DID1187"
"BID437","DID1191"
"BID2302","DID1191"
"BID348","DID1191"
"BID469","DID1191"
"BID938","DID1191"
"BID1194","DID1191"
"BID2463","DID1191"
"BID2353","DID1192"
"BID2699","DID1192"
"BID1847","DID1198"
"BID772","DID1199"
"BID1535","DID1199"
"BID563","DID1201"
