"BID","DID"
"BID538","DID1"
"BID582","DID1"
"BID1134","DID1"
"BID475","DID1"
"BID1044","DID1"
"BID2858","DID1"
"BID706","DID5"
"BID761","DID6"
"BID1388","DID6"
"BID2021","DID6"
"BID1181","DID7"
"BID2975","DID7"
"BID145","DID10"
"BID679","DID10"
"BID1631","DID10"
"BID1073","DID11"
"BID1894","DID11"
"BID2291","DID11"
"BID4","DID11"
"BID2514","DID11"
"BID1003","DID12"
"BID1563","DID12"
"BID2118","DID12"
"BID2694","DID12"
"BID701","DID13"
"BID1636","DID13"
"BID2127","DID14"
"BID2762","DID14"
"BID998","DID14"
"BID1816","DID14"
"BID572","DID15"
"BID836","DID15"
"BID1383","DID15"
"BID607","DID17"
"BID2503","DID17"
"BID2776","DID17"
"BID2141","DID18"
"BID2379","DID18"
"BID2891","DID18"
"BID737","DID19"
"BID392","DID20"
"BID2746","DID20"
"BID115","DID21"
"BID270","DID21"
"BID547","DID21"
"BID1473","DID21"
"BID2834","DID24"
"BID1701","DID25"
"BID1722","DID25"
"BID2914","DID25"
"BID2515","DID25"
"BID1565","DID26"
"BID2216","DID26"
"BID2833","DID26"
"BID1672","DID27"
"BID2313","DID27"
"BID1077","DID27"
"BID2666","DID27"
"BID392","DID28"
"BID955","DID28"
"BID1210","DID28"
"BID1687","DID28"
"BID2093","DID28"
"BID1502","DID29"
"BID1986","DID29"
"BID2492","DID29"
"BID1027","DID30"
"BID1069","DID30"
"BID1392","DID30"
"BID877","DID30"
"BID1996","DID31"
"BID2156","DID31"
"BID292","DID31"
"BID1291","DID31"
"BID1484","DID31"
"BID1756","DID31"
"BID2522","DID33"
"BID108","DID35"
"BID821","DID35"
"BID1370","DID35"
"BID1871","DID35"
"BID1307","DID35"
"BID1485","DID36"
"BID1849","DID36"
"BID2186","DID36"
"BID2423","DID36"
"BID79","DID37"
"BID320","DID37"
"BID960","DID37"
"BID2287","DID37"
"BID2298","DID37"
"BID137","DID37"
"BID678","DID37"
"BID1323","DID37"
"BID2241","DID37"
"BID2074","DID38"
"BID1289","DID40"
"BID391","DID40"
"BID1861","DID40"
"BID1940","DID40"
"BID1014","DID42"
"BID1152","DID43"
"BID1757","DID44"
"BID868","DID45"
"BID1742","DID45"
"BID2273","DID45"
"BID431","DID47"
"BID551","DID47"
"BID1136","DID47"
"BID1657","DID47"
"BID2888","DID47"
"BID315","DID47"
"BID568","DID47"
"BID61","DID48"
"BID101","DID48"
"BID592","DID48"
"BID282","DID49"
"BID2723","DID49"
"BID1697","DID49"
"BID2614","DID49"
"BID2761","DID49"
"BID2834","DID53"
"BID267","DID54"
"BID598","DID54"
"BID1347","DID54"
"BID362","DID55"
"BID664","DID55"
"BID2041","DID55"
"BID2333","DID55"
"BID680","DID56"
"BID1351","DID58"
"BID2929","DID58"
"BID1243","DID59"
"BID1657","DID60"
"BID2125","DID60"
"BID2224","DID60"
"BID2635","DID60"
"BID1625","DID61"
"BID2057","DID61"
"BID2497","DID63"
"BID856","DID63"
"BID2781","DID63"
"BID203","DID64"
"BID119","DID64"
"BID2310","DID64"
"BID2888","DID64"
"BID1081","DID67"
"BID1970","DID67"
"BID2918","DID67"
"BID157","DID67"
"BID2192","DID67"
"BID1183","DID67"
"BID2971","DID67"
"BID243","DID68"
"BID1029","DID68"
"BID115","DID68"
"BID270","DID68"
"BID547","DID68"
"BID1473","DID68"
"BID292","DID70"
"BID1261","DID70"
"BID2901","DID70"
"BID1478","DID71"
"BID367","DID71"
"BID2849","DID71"
"BID312","DID72"
"BID882","DID72"
"BID1097","DID73"
"BID2273","DID74"
"BID2546","DID75"
"BID1075","DID76"
"BID1449","DID76"
"BID1555","DID76"
"BID1587","DID76"
"BID1777","DID77"
"BID1944","DID77"
"BID1175","DID77"
"BID246","DID78"
"BID162","DID79"
"BID600","DID79"
"BID655","DID79"
"BID2704","DID82"
"BID1162","DID82"
"BID753","DID82"
"BID1224","DID83"
"BID1992","DID84"
"BID396","DID84"
"BID589","DID84"
"BID1163","DID84"
"BID2632","DID84"
"BID1946","DID85"
"BID625","DID85"
"BID759","DID86"
"BID2180","DID86"
"BID2336","DID88"
"BID650","DID88"
"BID2071","DID88"
"BID1485","DID90"
"BID1894","DID90"
"BID2020","DID90"
"BID2516","DID90"
"BID1818","DID91"
"BID554","DID92"
"BID756","DID92"
"BID1912","DID92"
"BID730","DID93"
"BID2904","DID93"
"BID2946","DID93"
"BID2188","DID93"
"BID1049","DID93"
"BID2764","DID93"
"BID897","DID94"
"BID1814","DID94"
"BID264","DID95"
"BID782","DID95"
"BID1399","DID96"
"BID1275","DID97"
"BID69","DID97"
"BID608","DID97"
"BID959","DID97"
"BID1872","DID97"
"BID2595","DID97"
"BID508","DID97"
"BID267","DID98"
"BID1070","DID98"
"BID2209","DID98"
"BID2434","DID98"
"BID2796","DID100"
"BID524","DID101"
"BID842","DID101"
"BID525","DID102"
"BID556","DID102"
"BID1373","DID102"
"BID541","DID102"
"BID1461","DID103"
"BID2711","DID103"
"BID1871","DID104"
"BID461","DID105"
"BID1652","DID105"
"BID2463","DID105"
"BID615","DID106"
"BID1676","DID106"
"BID2897","DID106"
"BID2014","DID107"
"BID2478","DID107"
"BID263","DID108"
"BID2708","DID108"
"BID575","DID108"
"BID1312","DID108"
"BID639","DID109"
"BID2116","DID109"
"BID187","DID109"
"BID532","DID109"
"BID993","DID109"
"BID720","DID109"
"BID2219","DID111"
"BID1044","DID111"
"BID1763","DID111"
"BID2440","DID111"
"BID351","DID112"
"BID396","DID112"
"BID1395","DID112"
"BID2502","DID112"
"BID200","DID112"
"BID1240","DID112"
"BID1896","DID112"
"BID103","DID113"
"BID1444","DID113"
"BID1624","DID113"
"BID180","DID114"
"BID1890","DID114"
"BID2877","DID118"
"BID363","DID118"
"BID361","DID118"
"BID1175","DID118"
"BID1331","DID118"
"BID1507","DID119"
"BID2185","DID119"
"BID2854","DID119"
"BID30","DID120"
"BID80","DID120"
"BID2014","DID120"
"BID694","DID121"
"BID196","DID121"
"BID985","DID121"
"BID2726","DID121"
"BID1654","DID122"
"BID1992","DID122"
"BID2707","DID122"
"BID2078","DID124"
"BID605","DID124"
"BID2168","DID124"
"BID1735","DID125"
"BID765","DID125"
"BID2958","DID126"
"BID2011","DID126"
"BID1430","DID126"
"BID2794","DID127"
"BID2151","DID127"
"BID1855","DID128"
"BID1757","DID128"
"BID988","DID128"
"BID1989","DID128"
"BID667","DID131"
"BID1202","DID131"
"BID91","DID131"
"BID576","DID131"
"BID2545","DID131"
"BID2777","DID131"
"BID2494","DID132"
"BID577","DID134"
"BID958","DID134"
"BID1113","DID134"
"BID1720","DID134"
"BID2465","DID135"
"BID482","DID136"
"BID1462","DID136"
"BID1768","DID136"
"BID2951","DID136"
"BID627","DID137"
"BID1449","DID137"
"BID525","DID139"
"BID556","DID139"
"BID1373","DID139"
"BID516","DID141"
"BID2197","DID142"
"BID655","DID143"
"BID2860","DID143"
"BID358","DID144"
"BID549","DID145"
"BID2645","DID145"
"BID629","DID146"
"BID2511","DID146"
"BID2176","DID147"
"BID437","DID148"
"BID2302","DID148"
"BID1638","DID148"
"BID1685","DID148"
"BID304","DID148"
"BID1534","DID148"
"BID1784","DID148"
"BID1696","DID150"
"BID1944","DID150"
"BID141","DID151"
"BID382","DID152"
"BID1962","DID152"
"BID2755","DID152"
"BID1347","DID153"
"BID707","DID153"
"BID1062","DID153"
"BID1414","DID153"
"BID2766","DID154"
"BID380","DID157"
"BID622","DID157"
"BID1346","DID157"
"BID1562","DID157"
"BID1802","DID157"
"BID2265","DID157"
"BID838","DID158"
"BID1048","DID158"
"BID2439","DID159"
"BID1706","DID159"
"BID1383","DID160"
"BID2136","DID161"
"BID2834","DID162"
"BID2463","DID164"
"BID1650","DID165"
"BID2689","DID165"
"BID2736","DID165"
"BID2763","DID166"
"BID2127","DID166"
"BID2526","DID166"
"BID394","DID166"
"BID1652","DID166"
"BID712","DID167"
"BID127","DID167"
"BID2167","DID167"
"BID2236","DID167"
"BID600","DID168"
"BID2407","DID168"
"BID2573","DID168"
"BID1206","DID170"
"BID1564","DID170"
"BID2031","DID170"
"BID2216","DID170"
"BID757","DID171"
"BID2126","DID171"
"BID898","DID172"
"BID1111","DID174"
"BID1503","DID174"
"BID2055","DID174"
"BID1801","DID174"
"BID1595","DID175"
"BID2973","DID175"
"BID1353","DID175"
"BID1480","DID175"
"BID2872","DID175"
"BID81","DID177"
"BID471","DID177"
"BID705","DID177"
"BID2089","DID177"
"BID1595","DID177"
"BID2973","DID177"
"BID1978","DID180"
"BID2214","DID180"
"BID393","DID181"
"BID20","DID182"
"BID46","DID182"
"BID396","DID182"
"BID555","DID182"
"BID1616","DID182"
"BID235","DID182"
"BID135","DID183"
"BID80","DID184"
"BID1124","DID184"
"BID1661","DID184"
"BID2447","DID184"
"BID140","DID185"
"BID648","DID185"
"BID790","DID187"
"BID2606","DID188"
"BID1084","DID188"
"BID1217","DID188"
"BID1769","DID188"
"BID2406","DID188"
"BID2878","DID188"
"BID596","DID189"
"BID615","DID189"
"BID1473","DID189"
"BID2234","DID189"
"BID1891","DID190"
"BID1134","DID191"
"BID252","DID192"
"BID944","DID194"
"BID2528","DID194"
"BID715","DID195"
"BID243","DID196"
"BID1029","DID196"
"BID1373","DID196"
"BID2559","DID196"
"BID2830","DID196"
"BID2876","DID196"
"BID102","DID198"
"BID2206","DID198"
"BID989","DID198"
"BID1689","DID198"
"BID1815","DID199"
"BID1911","DID200"
"BID760","DID202"
"BID29","DID203"
"BID1898","DID203"
"BID1781","DID203"
"BID1938","DID206"
"BID1652","DID207"
"BID307","DID207"
"BID372","DID207"
"BID1696","DID207"
"BID1007","DID207"
"BID2119","DID207"
"BID2858","DID207"
"BID220","DID208"
"BID1596","DID208"
"BID2407","DID208"
"BID2654","DID208"
"BID114","DID209"
"BID512","DID209"
"BID792","DID209"
"BID1017","DID209"
"BID1047","DID209"
"BID67","DID209"
"BID332","DID209"
"BID317","DID210"
"BID826","DID210"
"BID2669","DID210"
"BID217","DID211"
"BID1172","DID211"
"BID1283","DID211"
"BID1824","DID211"
"BID1925","DID211"
"BID2504","DID211"
"BID2835","DID211"
"BID1840","DID211"
"BID2466","DID211"
"BID2071","DID212"
"BID515","DID214"
"BID918","DID214"
"BID941","DID214"
"BID942","DID214"
"BID1087","DID214"
"BID2244","DID214"
"BID2301","DID214"
"BID1164","DID214"
"BID2375","DID214"
"BID379","DID216"
"BID518","DID216"
"BID591","DID218"
"BID1894","DID218"
"BID133","DID218"
"BID2491","DID218"
"BID856","DID219"
"BID2781","DID219"
"BID8","DID220"
"BID161","DID220"
"BID2704","DID220"
"BID1102","DID220"
"BID1352","DID220"
"BID727","DID220"
"BID1607","DID221"
"BID2481","DID221"
"BID719","DID221"
"BID1509","DID221"
"BID2777","DID221"
"BID666","DID222"
"BID1689","DID222"
"BID436","DID223"
"BID2740","DID223"
"BID2356","DID223"
"BID2605","DID223"
"BID1433","DID224"
"BID1855","DID224"
"BID742","DID224"
"BID894","DID225"
"BID547","DID228"
"BID1486","DID229"
"BID1680","DID231"
"BID303","DID232"
"BID312","DID232"
"BID41","DID233"
"BID256","DID233"
"BID1086","DID234"
"BID2214","DID234"
"BID752","DID235"
"BID1037","DID235"
"BID1626","DID235"
"BID1602","DID235"
"BID2325","DID235"
"BID360","DID238"
"BID692","DID238"
"BID110","DID238"
"BID1839","DID238"
"BID159","DID239"
"BID2029","DID239"
"BID2233","DID239"
"BID2347","DID240"
"BID2598","DID240"
"BID2834","DID240"
"BID1845","DID240"
"BID2206","DID240"
"BID1439","DID241"
"BID2660","DID241"
"BID1252","DID241"
"BID413","DID242"
"BID2546","DID242"
"BID1070","DID242"
"BID1175","DID242"
"BID409","DID244"
"BID157","DID244"
"BID1111","DID244"
"BID1503","DID244"
"BID2055","DID244"
"BID718","DID245"
"BID1119","DID245"
"BID1520","DID245"
"BID1934","DID245"
"BID2962","DID245"
"BID80","DID248"
"BID1124","DID248"
"BID547","DID249"
"BID2677","DID250"
"BID469","DID251"
"BID1698","DID251"
"BID2357","DID252"
"BID534","DID252"
"BID588","DID252"
"BID1648","DID252"
"BID2020","DID252"
"BID1580","DID252"
"BID716","DID253"
"BID1898","DID253"
"BID2784","DID253"
"BID954","DID253"
"BID2678","DID253"
"BID1234","DID254"
"BID900","DID255"
"BID2545","DID255"
"BID722","DID255"
"BID142","DID256"
"BID1747","DID256"
"BID2079","DID256"
"BID2083","DID257"
"BID28","DID258"
"BID2637","DID259"
"BID422","DID260"
"BID1247","DID260"
"BID1532","DID260"
"BID2121","DID260"
"BID2829","DID260"
"BID283","DID261"
"BID966","DID261"
"BID1074","DID261"
"BID83","DID263"
"BID2057","DID263"
"BID2319","DID263"
"BID1921","DID265"
"BID1374","DID265"
"BID14","DID265"
"BID2139","DID266"
"BID1676","DID267"
"BID1955","DID268"
"BID2248","DID268"
"BID2418","DID269"
"BID2546","DID269"
"BID215","DID269"
"BID1867","DID269"
"BID1657","DID269"
"BID1852","DID269"
"BID1313","DID271"
"BID1865","DID271"
"BID2046","DID271"
"BID2511","DID271"
"BID2801","DID272"
"BID2917","DID272"
"BID2504","DID272"
"BID2095","DID274"
"BID2153","DID274"
"BID1570","DID274"
"BID618","DID277"
"BID512","DID278"
"BID950","DID278"
"BID2392","DID278"
"BID2472","DID278"
"BID1959","DID278"
"BID2542","DID278"
"BID1804","DID279"
"BID649","DID279"
"BID2294","DID280"
"BID452","DID281"
"BID537","DID281"
"BID1491","DID283"
"BID2573","DID283"
"BID1063","DID283"
"BID1535","DID283"
"BID2752","DID283"
"BID849","DID283"
"BID1799","DID283"
"BID2133","DID283"
"BID1458","DID284"
"BID1612","DID284"
"BID1079","DID284"
"BID1476","DID285"
"BID2172","DID285"
"BID2335","DID285"
"BID917","DID285"
"BID953","DID285"
"BID2622","DID285"
"BID451","DID286"
"BID505","DID286"
"BID2068","DID286"
"BID2226","DID286"
"BID770","DID286"
"BID2817","DID287"
"BID2050","DID287"
"BID805","DID288"
"BID128","DID289"
"BID1112","DID289"
"BID1163","DID290"
"BID2073","DID291"
"BID2990","DID291"
"BID2940","DID291"
"BID1617","DID291"
"BID1666","DID292"
"BID2225","DID292"
"BID2185","DID292"
"BID2205","DID292"
"BID582","DID293"
"BID1547","DID293"
"BID2407","DID293"
"BID448","DID294"
"BID1090","DID294"
"BID2049","DID294"
"BID1007","DID294"
"BID900","DID296"
"BID1151","DID296"
"BID1650","DID296"
"BID2594","DID296"
"BID1399","DID297"
"BID1893","DID297"
"BID178","DID300"
"BID613","DID300"
"BID2458","DID300"
"BID411","DID300"
"BID2539","DID300"
"BID1472","DID301"
"BID2047","DID301"
"BID1514","DID302"
"BID1943","DID302"
"BID1143","DID302"
"BID1459","DID302"
"BID1595","DID302"
"BID1799","DID302"
"BID2077","DID303"
"BID1167","DID304"
"BID1521","DID304"
"BID1494","DID304"
"BID1681","DID306"
"BID726","DID306"
"BID1524","DID306"
"BID1805","DID306"
"BID664","DID307"
"BID1239","DID307"
"BID1191","DID308"
"BID1415","DID308"
"BID1600","DID308"
"BID464","DID308"
"BID2923","DID308"
"BID1707","DID309"
"BID2365","DID309"
"BID33","DID309"
"BID434","DID309"
"BID2046","DID309"
"BID2600","DID310"
"BID1963","DID314"
"BID1761","DID314"
"BID1622","DID314"
"BID89","DID315"
"BID570","DID315"
"BID1276","DID316"
"BID177","DID317"
"BID2471","DID317"
"BID1159","DID318"
"BID1973","DID318"
"BID2550","DID319"
"BID1580","DID320"
"BID2219","DID320"
"BID2803","DID320"
"BID273","DID322"
"BID1588","DID322"
"BID204","DID323"
"BID881","DID323"
"BID315","DID323"
"BID568","DID323"
"BID527","DID324"
"BID2200","DID324"
"BID865","DID325"
"BID1023","DID325"
"BID2280","DID325"
"BID738","DID325"
"BID1263","DID325"
"BID2324","DID326"
"BID2341","DID326"
"BID635","DID326"
"BID1742","DID326"
"BID1595","DID326"
"BID2973","DID326"
"BID205","DID327"
"BID1297","DID327"
"BID1515","DID327"
"BID377","DID327"
"BID2139","DID327"
"BID1529","DID328"
"BID66","DID328"
"BID143","DID328"
"BID1327","DID328"
"BID1651","DID328"
"BID1565","DID328"
"BID2459","DID328"
"BID402","DID331"
"BID608","DID331"
"BID1017","DID331"
"BID1188","DID331"
"BID2422","DID333"
"BID121","DID335"
"BID173","DID335"
"BID2947","DID336"
"BID61","DID336"
"BID101","DID336"
"BID592","DID336"
"BID539","DID336"
"BID1332","DID336"
"BID1533","DID337"
"BID1587","DID338"
"BID128","DID338"
"BID388","DID338"
"BID1166","DID338"
"BID1445","DID338"
"BID1521","DID338"
"BID2118","DID338"
"BID553","DID339"
"BID2347","DID339"
"BID2598","DID339"
"BID2834","DID339"
"BID1655","DID341"
"BID1240","DID341"
"BID2008","DID343"
"BID1184","DID344"
"BID1853","DID344"
"BID2194","DID345"
"BID1117","DID346"
"BID2357","DID346"
"BID317","DID346"
"BID1451","DID346"
"BID2346","DID347"
"BID2170","DID349"
"BID2507","DID349"
