R_ID,CC_ID
R_ID1,CC_ID47
R_ID2,CC_ID993
R_ID4,CC_ID3946
R_ID4,CC_ID5785
R_ID5,CC_ID4413
R_ID5,CC_ID7052
R_ID5,CC_ID9493
R_ID6,CC_ID3546
R_ID6,CC_ID4315
R_ID6,CC_ID5081
R_ID6,CC_ID5443
R_ID6,CC_ID7264
R_ID6,CC_ID967
R_ID7,CC_ID1502
R_ID7,CC_ID1566
R_ID7,CC_ID4551
R_ID7,CC_ID6246
R_ID7,CC_ID7125
R_ID8,CC_ID8191
R_ID9,CC_ID1058
R_ID11,CC_ID2303
R_ID11,CC_ID9011
R_ID11,CC_ID9264
R_ID12,CC_ID1646
R_ID13,CC_ID1488
R_ID13,CC_ID3489
R_ID13,CC_ID3789
R_ID13,CC_ID6894
R_ID13,CC_ID7417
R_ID13,CC_ID7945
R_ID15,CC_ID393
R_ID15,CC_ID532
R_ID16,CC_ID9252
R_ID17,CC_ID5679
R_ID17,CC_ID8181
R_ID17,CC_ID9677
R_ID18,CC_ID5393
R_ID18,CC_ID5801
R_ID18,CC_ID6022
R_ID21,CC_ID4558
R_ID22,CC_ID2300
R_ID22,CC_ID8503
R_ID22,CC_ID9295
R_ID24,CC_ID1523
R_ID24,CC_ID2808
R_ID24,CC_ID5770
R_ID24,CC_ID592
R_ID24,CC_ID7250
R_ID24,CC_ID8581
R_ID24,CC_ID9546
R_ID25,CC_ID8249
R_ID26,CC_ID3088
R_ID28,CC_ID6996
R_ID29,CC_ID6707
R_ID32,CC_ID1111
R_ID32,CC_ID1112
R_ID32,CC_ID3107
R_ID32,CC_ID4112
R_ID32,CC_ID4213
R_ID32,CC_ID5288
R_ID32,CC_ID7438
R_ID35,CC_ID7318
R_ID36,CC_ID1176
R_ID36,CC_ID5802
R_ID37,CC_ID9967
R_ID39,CC_ID4150
R_ID39,CC_ID5904
R_ID39,CC_ID8737
R_ID40,CC_ID8000
R_ID42,CC_ID3889
R_ID42,CC_ID4325
R_ID43,CC_ID2158
R_ID43,CC_ID2607
R_ID43,CC_ID7269
R_ID43,CC_ID8220
R_ID44,CC_ID1471
R_ID44,CC_ID1761
R_ID44,CC_ID8133
R_ID45,CC_ID3519
R_ID45,CC_ID4213
R_ID45,CC_ID4450
R_ID45,CC_ID4752
R_ID45,CC_ID7062
R_ID45,CC_ID9197
R_ID46,CC_ID6313
R_ID46,CC_ID703
R_ID46,CC_ID8372
R_ID46,CC_ID9264
R_ID46,CC_ID9946
R_ID47,CC_ID3321
R_ID48,CC_ID3966
R_ID48,CC_ID6334
R_ID48,CC_ID7113
R_ID48,CC_ID8223
R_ID50,CC_ID1262
R_ID50,CC_ID1488
R_ID50,CC_ID490
R_ID50,CC_ID6003
R_ID50,CC_ID7361
R_ID50,CC_ID7440
R_ID50,CC_ID918
R_ID51,CC_ID5228
R_ID51,CC_ID7633
R_ID51,CC_ID8131
R_ID52,CC_ID3665
R_ID52,CC_ID5349
R_ID52,CC_ID5402
R_ID52,CC_ID753
R_ID52,CC_ID7627
R_ID52,CC_ID9228
R_ID55,CC_ID2916
R_ID55,CC_ID3643
R_ID55,CC_ID6799
R_ID55,CC_ID7297
R_ID55,CC_ID7565
R_ID55,CC_ID9243
R_ID59,CC_ID3690
R_ID59,CC_ID4977
R_ID59,CC_ID561
R_ID59,CC_ID7255
R_ID59,CC_ID7294
R_ID59,CC_ID8764
R_ID60,CC_ID2261
R_ID60,CC_ID518
R_ID60,CC_ID6533
R_ID60,CC_ID8296
R_ID60,CC_ID8386
R_ID60,CC_ID9619
R_ID60,CC_ID97
R_ID63,CC_ID2603
R_ID63,CC_ID3615
R_ID63,CC_ID4012
R_ID63,CC_ID4797
R_ID63,CC_ID4951
R_ID63,CC_ID9860
R_ID64,CC_ID6708
R_ID65,CC_ID2858
R_ID65,CC_ID5933
R_ID65,CC_ID9620
R_ID66,CC_ID1290
R_ID66,CC_ID4730
R_ID66,CC_ID7721
R_ID67,CC_ID1051
R_ID67,CC_ID6363
R_ID67,CC_ID7178
R_ID67,CC_ID9366
R_ID69,CC_ID5222
R_ID69,CC_ID8190
R_ID70,CC_ID9757
R_ID71,CC_ID211
R_ID71,CC_ID3166
R_ID71,CC_ID4877
R_ID71,CC_ID7599
R_ID71,CC_ID7870
R_ID71,CC_ID894
R_ID71,CC_ID8940
R_ID73,CC_ID9511
R_ID74,CC_ID9927
R_ID76,CC_ID3794
R_ID76,CC_ID6865
R_ID78,CC_ID1166
R_ID78,CC_ID1612
R_ID78,CC_ID4797
R_ID78,CC_ID7736
R_ID78,CC_ID9081
R_ID81,CC_ID1651
R_ID81,CC_ID3306
R_ID81,CC_ID529
R_ID81,CC_ID5394
R_ID81,CC_ID7339
R_ID81,CC_ID9260
