CC_ID,TC_ID
CC_ID11,TC_ID14140
CC_ID11,TC_ID5754
CC_ID12,TC_ID19864
CC_ID12,TC_ID458
CC_ID12,TC_ID8648
CC_ID14,TC_ID1210
CC_ID14,TC_ID21053
CC_ID19,TC_ID21365
CC_ID19,TC_ID4609
CC_ID33,TC_ID10080
CC_ID33,TC_ID14170
CC_ID33,TC_ID6129
CC_ID33,TC_ID8680
CC_ID37,TC_ID11706
CC_ID37,TC_ID25553
CC_ID50,TC_ID12610
CC_ID50,TC_ID23856
CC_ID50,TC_ID3099
CC_ID56,TC_ID5084
CC_ID69,TC_ID13050
CC_ID69,TC_ID16108
CC_ID69,TC_ID20638
CC_ID69,TC_ID23300
CC_ID69,TC_ID23754
CC_ID69,TC_ID4373
CC_ID69,TC_ID9626
CC_ID71,TC_ID5562
CC_ID71,TC_ID9268
CC_ID100,TC_ID16976
CC_ID100,TC_ID19900
CC_ID100,TC_ID4093
CC_ID100,TC_ID4943
CC_ID100,TC_ID698
CC_ID111,TC_ID11765
CC_ID111,TC_ID12944
CC_ID111,TC_ID15982
CC_ID111,TC_ID17229
CC_ID111,TC_ID18717
CC_ID111,TC_ID18941
CC_ID111,TC_ID19431
CC_ID111,TC_ID22733
CC_ID111,TC_ID3751
CC_ID111,TC_ID8237
CC_ID113,TC_ID10419
CC_ID113,TC_ID11335
CC_ID113,TC_ID1331
CC_ID113,TC_ID13734
CC_ID113,TC_ID14116
CC_ID113,TC_ID14229
CC_ID113,TC_ID18734
CC_ID113,TC_ID7199
CC_ID113,TC_ID9160
CC_ID131,TC_ID11520
CC_ID131,TC_ID23839
CC_ID137,TC_ID1333
CC_ID137,TC_ID15333
CC_ID137,TC_ID21006
CC_ID137,TC_ID22070
CC_ID137,TC_ID9830
CC_ID138,TC_ID16504
CC_ID138,TC_ID7812
CC_ID145,TC_ID21917
CC_ID150,TC_ID11262
CC_ID150,TC_ID1244
CC_ID150,TC_ID14142
CC_ID156,TC_ID14730
CC_ID156,TC_ID1754
CC_ID156,TC_ID19290
CC_ID156,TC_ID22801
CC_ID156,TC_ID24791
CC_ID156,TC_ID25611
CC_ID156,TC_ID3667
CC_ID156,TC_ID6944
CC_ID169,TC_ID12137
CC_ID169,TC_ID22572
CC_ID169,TC_ID3651
CC_ID176,TC_ID11869
CC_ID176,TC_ID13462
CC_ID176,TC_ID1944
CC_ID179,TC_ID24598
CC_ID179,TC_ID479
CC_ID179,TC_ID6314
CC_ID185,TC_ID23737
CC_ID185,TC_ID7234
CC_ID185,TC_ID9104
CC_ID205,TC_ID14059
CC_ID205,TC_ID18306
CC_ID205,TC_ID20059
CC_ID205,TC_ID23497
CC_ID205,TC_ID5259
CC_ID209,TC_ID20423
CC_ID209,TC_ID21417
CC_ID209,TC_ID25258
CC_ID209,TC_ID7735
CC_ID214,TC_ID17997
CC_ID214,TC_ID19055
CC_ID214,TC_ID25663
CC_ID217,TC_ID1350
CC_ID217,TC_ID15509
CC_ID217,TC_ID16758
CC_ID217,TC_ID17070
CC_ID217,TC_ID18184
CC_ID217,TC_ID19386
CC_ID217,TC_ID24241
CC_ID217,TC_ID25109
CC_ID217,TC_ID7014
CC_ID231,TC_ID25875
CC_ID231,TC_ID3041
CC_ID234,TC_ID11085
CC_ID234,TC_ID12477
CC_ID234,TC_ID24005
CC_ID234,TC_ID3292
CC_ID250,TC_ID10287
CC_ID250,TC_ID11935
CC_ID250,TC_ID565
CC_ID266,TC_ID16877
CC_ID266,TC_ID4770
CC_ID266,TC_ID5628
CC_ID272,TC_ID19912
CC_ID272,TC_ID5618
CC_ID272,TC_ID7292
CC_ID279,TC_ID18205
CC_ID279,TC_ID19166
CC_ID279,TC_ID21418
CC_ID279,TC_ID23767
CC_ID279,TC_ID25408
CC_ID284,TC_ID14842
CC_ID284,TC_ID16406
CC_ID301,TC_ID12979
CC_ID301,TC_ID1486
CC_ID301,TC_ID21089
CC_ID301,TC_ID2249
CC_ID301,TC_ID2345
CC_ID301,TC_ID5291
CC_ID301,TC_ID5671
CC_ID301,TC_ID5690
CC_ID308,TC_ID15268
CC_ID308,TC_ID22958
CC_ID308,TC_ID390
CC_ID316,TC_ID17542
CC_ID316,TC_ID19293
CC_ID316,TC_ID24056
CC_ID316,TC_ID25683
CC_ID316,TC_ID4564
CC_ID316,TC_ID4975
CC_ID316,TC_ID6413
CC_ID316,TC_ID9871
CC_ID317,TC_ID11059
CC_ID317,TC_ID11193
CC_ID317,TC_ID2000
CC_ID317,TC_ID7571
CC_ID317,TC_ID9938
CC_ID318,TC_ID18708
CC_ID318,TC_ID19469
CC_ID318,TC_ID2446
CC_ID318,TC_ID4270
CC_ID318,TC_ID6829
CC_ID318,TC_ID9073
CC_ID318,TC_ID992
CC_ID325,TC_ID22410
CC_ID325,TC_ID3156
CC_ID326,TC_ID12941
