"CC_ID","FL_ID"
"CC_ID2","FL_ID566"
"CC_ID2","FL_ID566"
"CC_ID6","FL_ID1127"
"CC_ID6","FL_ID1127"
"CC_ID6","FL_ID255"
"CC_ID6","FL_ID255"
"CC_ID7","FL_ID1142"
"CC_ID9","FL_ID210"
"CC_ID10","FL_ID841"
"CC_ID19","FL_ID1080"
"CC_ID22","FL_ID66"
"CC_ID23","FL_ID1"
"CC_ID23","FL_ID1"
"CC_ID26","FL_ID1053"
"CC_ID27","FL_ID358"
"CC_ID30","FL_ID1172"
"CC_ID30","FL_ID674"
"CC_ID37","FL_ID1166"
"CC_ID37","FL_ID1166"
"CC_ID41","FL_ID210"
"CC_ID41","FL_ID943"
"CC_ID42","FL_ID1089"
"CC_ID43","FL_ID142"
"CC_ID43","FL_ID300"
"CC_ID44","FL_ID1122"
"CC_ID45","FL_ID28"
"CC_ID45","FL_ID61"
"CC_ID46","FL_ID517"
"CC_ID54","FL_ID196"
"CC_ID59","FL_ID152"
"CC_ID59","FL_ID152"
"CC_ID59","FL_ID152"
"CC_ID60","FL_ID76"
"CC_ID62","FL_ID1068"
"CC_ID64","FL_ID618"
"CC_ID66","FL_ID775"
"CC_ID69","FL_ID604"
"CC_ID70","FL_ID251"
"CC_ID71","FL_ID658"
"CC_ID71","FL_ID658"
"CC_ID71","FL_ID658"
"CC_ID74","FL_ID586"
"CC_ID79","FL_ID1164"
"CC_ID79","FL_ID1164"
"CC_ID80","FL_ID623"
"CC_ID80","FL_ID876"
"CC_ID84","FL_ID7"
"CC_ID85","FL_ID139"
"CC_ID85","FL_ID139"
"CC_ID85","FL_ID473"
"CC_ID85","FL_ID473"
"CC_ID89","FL_ID1240"
"CC_ID89","FL_ID1240"
"CC_ID100","FL_ID114"
"CC_ID100","FL_ID114"
"CC_ID101","FL_ID911"
"CC_ID104","FL_ID922"
"CC_ID106","FL_ID633"
"CC_ID106","FL_ID967"
"CC_ID107","FL_ID1017"
"CC_ID108","FL_ID126"
"CC_ID109","FL_ID312"
"CC_ID109","FL_ID312"
"CC_ID111","FL_ID595"
"CC_ID112","FL_ID952"
"CC_ID112","FL_ID952"
"CC_ID112","FL_ID952"
"CC_ID116","FL_ID19"
"CC_ID116","FL_ID598"
"CC_ID125","FL_ID609"
"CC_ID125","FL_ID704"
"CC_ID127","FL_ID473"
"CC_ID129","FL_ID553"
"CC_ID132","FL_ID154"
"CC_ID140","FL_ID1203"
"CC_ID140","FL_ID1203"
"CC_ID140","FL_ID1203"
"CC_ID140","FL_ID746"
"CC_ID140","FL_ID746"
"CC_ID140","FL_ID746"
"CC_ID143","FL_ID820"
"CC_ID155","FL_ID54"
"CC_ID156","FL_ID1259"
"CC_ID156","FL_ID1259"
"CC_ID156","FL_ID1259"
"CC_ID156","FL_ID157"
"CC_ID156","FL_ID157"
"CC_ID156","FL_ID157"
"CC_ID159","FL_ID1278"
"CC_ID159","FL_ID597"
"CC_ID162","FL_ID909"
"CC_ID164","FL_ID898"
"CC_ID166","FL_ID230"
"CC_ID166","FL_ID230"
"CC_ID168","FL_ID719"
"CC_ID168","FL_ID76"
"CC_ID169","FL_ID146"
"CC_ID170","FL_ID1010"
"CC_ID171","FL_ID1223"
"CC_ID171","FL_ID1223"
"CC_ID171","FL_ID1223"
"CC_ID172","FL_ID426"
"CC_ID172","FL_ID426"
"CC_ID172","FL_ID426"
"CC_ID174","FL_ID1076"
"CC_ID175","FL_ID349"
"CC_ID176","FL_ID1169"
"CC_ID176","FL_ID1169"
"CC_ID176","FL_ID1169"
"CC_ID177","FL_ID1200"
"CC_ID178","FL_ID1285"
"CC_ID180","FL_ID127"
"CC_ID182","FL_ID586"
"CC_ID186","FL_ID449"
"CC_ID189","FL_ID309"
"CC_ID192","FL_ID472"
