CC_ID,FL_ID
CC_ID1,FL_ID1309
CC_ID1,FL_ID5716
CC_ID1,FL_ID6592
CC_ID3,FL_ID9994
CC_ID4,FL_ID146
CC_ID5,FL_ID2263
CC_ID5,FL_ID3651
CC_ID5,FL_ID3723
CC_ID5,FL_ID4372
CC_ID5,FL_ID749
CC_ID5,FL_ID9169
CC_ID6,FL_ID3904
CC_ID6,FL_ID7327
CC_ID8,FL_ID1724
CC_ID9,FL_ID1204
CC_ID9,FL_ID369
CC_ID9,FL_ID4336
CC_ID9,FL_ID509
CC_ID9,FL_ID9705
CC_ID9,FL_ID9909
CC_ID10,FL_ID1060
CC_ID10,FL_ID332
CC_ID10,FL_ID3657
CC_ID10,FL_ID4059
CC_ID10,FL_ID580
CC_ID10,FL_ID7340
CC_ID10,FL_ID8577
CC_ID11,FL_ID8961
CC_ID12,FL_ID1327
CC_ID12,FL_ID5000
CC_ID12,FL_ID8854
CC_ID13,FL_ID4517
CC_ID15,FL_ID1653
CC_ID15,FL_ID4209
CC_ID15,FL_ID4632
CC_ID15,FL_ID5447
CC_ID18,FL_ID2412
CC_ID18,FL_ID5488
CC_ID18,FL_ID5976
CC_ID18,FL_ID6146
CC_ID18,FL_ID7476
CC_ID18,FL_ID7489
CC_ID18,FL_ID7776
CC_ID19,FL_ID3430
CC_ID19,FL_ID4058
CC_ID19,FL_ID5199
CC_ID19,FL_ID7528
CC_ID19,FL_ID766
CC_ID19,FL_ID8618
CC_ID20,FL_ID4994
CC_ID21,FL_ID1026
CC_ID21,FL_ID5420
CC_ID21,FL_ID5548
CC_ID21,FL_ID6007
CC_ID21,FL_ID9729
CC_ID21,FL_ID9924
CC_ID22,FL_ID2063
CC_ID22,FL_ID2591
CC_ID22,FL_ID2794
CC_ID22,FL_ID3237
CC_ID22,FL_ID4634
CC_ID22,FL_ID9228
CC_ID22,FL_ID9318
CC_ID24,FL_ID5079
CC_ID24,FL_ID5471
CC_ID24,FL_ID5923
CC_ID24,FL_ID5927
CC_ID24,FL_ID7341
CC_ID24,FL_ID7637
CC_ID24,FL_ID7889
CC_ID25,FL_ID1392
CC_ID25,FL_ID1749
CC_ID25,FL_ID3256
CC_ID25,FL_ID3716
CC_ID25,FL_ID7848
CC_ID25,FL_ID8643
CC_ID26,FL_ID1511
CC_ID27,FL_ID8691
CC_ID29,FL_ID1929
CC_ID29,FL_ID2219
CC_ID29,FL_ID3089
CC_ID29,FL_ID3734
CC_ID29,FL_ID5764
CC_ID29,FL_ID5810
CC_ID29,FL_ID8288
CC_ID30,FL_ID5630
CC_ID30,FL_ID8335
CC_ID31,FL_ID3166
CC_ID31,FL_ID6442
CC_ID31,FL_ID7804
CC_ID31,FL_ID8614
CC_ID33,FL_ID2069
CC_ID33,FL_ID2632
CC_ID33,FL_ID3656
CC_ID33,FL_ID6126
CC_ID33,FL_ID6461
CC_ID33,FL_ID7702
CC_ID33,FL_ID8593
CC_ID34,FL_ID4452
CC_ID34,FL_ID4820
CC_ID34,FL_ID9214
CC_ID36,FL_ID2430
CC_ID36,FL_ID3242
CC_ID36,FL_ID6913
CC_ID40,FL_ID2865
CC_ID40,FL_ID786
CC_ID40,FL_ID846
CC_ID42,FL_ID8143
CC_ID43,FL_ID5131
CC_ID43,FL_ID7454
CC_ID43,FL_ID9848
CC_ID44,FL_ID225
CC_ID46,FL_ID2278
CC_ID46,FL_ID4869
CC_ID46,FL_ID6382
CC_ID46,FL_ID6464
CC_ID46,FL_ID6688
CC_ID46,FL_ID7653
CC_ID47,FL_ID3894
CC_ID48,FL_ID1681
CC_ID48,FL_ID2435
CC_ID48,FL_ID2650
CC_ID48,FL_ID4380
CC_ID48,FL_ID5794
CC_ID48,FL_ID7892
CC_ID48,FL_ID9269
CC_ID49,FL_ID1135
CC_ID50,FL_ID1722
CC_ID50,FL_ID2033
CC_ID50,FL_ID4382
CC_ID50,FL_ID6111
CC_ID50,FL_ID8064
CC_ID50,FL_ID9469
CC_ID50,FL_ID9994
